prompt_folder,prompt_text,vendi_inception,vendi_pixel,clip_score,one_minus_ms_ssim,method,prompt_folder_norm,prompt_text_norm,prompt_key
a_girl_on_the_left_of_a_bee,a girl on the left of a bee,3.6309,2.3253,33.3716,0.9691,mix,a_girl_on_the_left_of_a_bee,a girl on the left of a bee,a_girl_on_the_left_of_a_bee
a_girl_on_the_left_of_a_frog,a girl on the left of a frog,2.6541,3.4054,35.7123,0.9661,mix,a_girl_on_the_left_of_a_frog,a girl on the left of a frog,a_girl_on_the_left_of_a_frog
a_horse_near_a_lamp,a horse near a lamp,3.4148,5.6295,38.9225,0.8912,mix,a_horse_near_a_lamp,a horse near a lamp,a_horse_near_a_lamp
a_horse_on_the_right_of_a_man,a horse on the right of a man,2.4518,3.2377,32.107,0.9776,mix,a_horse_on_the_right_of_a_man,a horse on the right of a man,a_horse_on_the_right_of_a_man
a_key_on_the_top_of_a_frog,a key on the top of a frog,2.9191,2.4472,38.7637,0.8613,mix,a_key_on_the_top_of_a_frog,a key on the top of a frog,a_key_on_the_top_of_a_frog
a_man_on_side_of_a_clock,a man on side of a clock,3.0685,2.9654,32.4276,0.9806,mix,a_man_on_side_of_a_clock,a man on side of a clock,a_man_on_side_of_a_clock
a_man_on_the_right_of_a_plate,a man on the right of a plate,4.099,3.7756,26.5276,0.9412,mix,a_man_on_the_right_of_a_plate,a man on the right of a plate,a_man_on_the_right_of_a_plate
a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,2.8196,2.7134,40.8225,0.917,mix,a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,a_microwave_on_the_bottom_of_a_rabbit
a_mouse_on_the_bottom_of_a_painting,a mouse on the bottom of a painting,3.1452,2.5734,36.1758,0.9377,mix,a_mouse_on_the_bottom_of_a_painting,a mouse on the bottom of a painting,a_mouse_on_the_bottom_of_a_painting
a_painting_on_the_left_of_a_horse,a painting on the left of a horse,4.045,2.8008,29.1901,0.9854,mix,a_painting_on_the_left_of_a_horse,a painting on the left of a horse,a_painting_on_the_left_of_a_horse
a_painting_on_the_right_of_a_bee,a painting on the right of a bee,3.3146,2.3646,33.0952,0.9401,mix,a_painting_on_the_right_of_a_bee,a painting on the right of a bee,a_painting_on_the_right_of_a_bee
a_painting_on_the_right_of_a_woman,a painting on the right of a woman,3.9784,2.9169,29.9336,0.9725,mix,a_painting_on_the_right_of_a_woman,a painting on the right of a woman,a_painting_on_the_right_of_a_woman
a_person_next_to_a_airplane,a person next to a airplane,3.3097,2.4564,31.3098,0.9121,mix,a_person_next_to_a_airplane,a person next to a airplane,a_person_next_to_a_airplane
a_person_on_the_left_of_a_microwave,a person on the left of a microwave,2.6549,3.1117,33.2574,0.8881,mix,a_person_on_the_left_of_a_microwave,a person on the left of a microwave,a_person_on_the_left_of_a_microwave
a_phone_on_the_left_of_a_boy,a phone on the left of a boy,4.1424,3.229,33.1005,0.9153,mix,a_phone_on_the_left_of_a_boy,a phone on the left of a boy,a_phone_on_the_left_of_a_boy
a_pig_on_side_of_a_wallet,a pig on side of a wallet,2.4307,2.5235,36.3946,0.9121,mix,a_pig_on_side_of_a_wallet,a pig on side of a wallet,a_pig_on_side_of_a_wallet
a_pig_on_the_right_of_a_computer,a pig on the right of a computer,2.636,2.8395,38.5973,0.943,mix,a_pig_on_the_right_of_a_computer,a pig on the right of a computer,a_pig_on_the_right_of_a_computer
a_plate_on_the_right_of_a_bee,a plate on the right of a bee,3.1329,1.7837,35.8804,0.8259,mix,a_plate_on_the_right_of_a_bee,a plate on the right of a bee,a_plate_on_the_right_of_a_bee
a_rabbit_next_to_a_balloon,a rabbit next to a balloon,2.7751,1.6501,36.5019,0.8672,mix,a_rabbit_next_to_a_balloon,a rabbit next to a balloon,a_rabbit_next_to_a_balloon
a_rabbit_next_to_a_microwave,a rabbit next to a microwave,2.3388,2.8371,43.3237,0.9205,mix,a_rabbit_next_to_a_microwave,a rabbit next to a microwave,a_rabbit_next_to_a_microwave
a_rabbit_on_the_top_of_a_bicycle,a rabbit on the top of a bicycle,2.6059,1.9464,41.0781,0.9119,mix,a_rabbit_on_the_top_of_a_bicycle,a rabbit on the top of a bicycle,a_rabbit_on_the_top_of_a_bicycle
a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,2.1803,2.6327,39.6112,0.9222,mix,a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,a_rabbit_on_the_top_of_a_book
a_refrigerator_on_the_bottom_of_a_dog,a refrigerator on the bottom of a dog,4.002,2.0346,35.3132,0.9618,mix,a_refrigerator_on_the_bottom_of_a_dog,a refrigerator on the bottom of a dog,a_refrigerator_on_the_bottom_of_a_dog
a_sheep_near_a_car,a sheep near a car,2.1493,2.7734,39.8021,0.9515,mix,a_sheep_near_a_car,a sheep near a car,a_sheep_near_a_car
a_sheep_on_the_top_of_a_airplane,a sheep on the top of a airplane,2.9496,1.6673,42.2607,0.9076,mix,a_sheep_on_the_top_of_a_airplane,a sheep on the top of a airplane,a_sheep_on_the_top_of_a_airplane
a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,3.1533,1.8228,39.0734,0.8933,mix,a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,a_sheep_on_the_top_of_a_backpack
a_sofa_on_the_top_of_a_boy,a sofa on the top of a boy,4.1068,3.3651,32.7784,0.9455,mix,a_sofa_on_the_top_of_a_boy,a sofa on the top of a boy,a_sofa_on_the_top_of_a_boy
a_suitcase_on_the_top_of_a_frog,a suitcase on the top of a frog,2.5932,3.2513,40.5174,0.9594,mix,a_suitcase_on_the_top_of_a_frog,a suitcase on the top of a frog,a_suitcase_on_the_top_of_a_frog
a_television_on_the_left_of_a_cow,a television on the left of a cow,2.7898,3.6095,43.026,0.9536,mix,a_television_on_the_left_of_a_cow,a television on the left of a cow,a_television_on_the_left_of_a_cow
a_television_on_the_left_of_a_fish,a television on the left of a fish,3.1504,3.9496,38.6717,0.8657,mix,a_television_on_the_left_of_a_fish,a television on the left of a fish,a_television_on_the_left_of_a_fish
a_television_on_the_right_of_a_cow,a television on the right of a cow,3.0519,4.5186,43.6704,0.9467,mix,a_television_on_the_right_of_a_cow,a television on the right of a cow,a_television_on_the_right_of_a_cow
a_train_on_the_left_of_a_boy,a train on the left of a boy,2.8313,2.7228,34.6047,0.9505,mix,a_train_on_the_left_of_a_boy,a train on the left of a boy,a_train_on_the_left_of_a_boy
a_train_on_the_top_of_a_woman,a train on the top of a woman,4.1614,2.4752,35.5395,0.9466,mix,a_train_on_the_top_of_a_woman,a train on the top of a woman,a_train_on_the_top_of_a_woman
a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,2.8693,2.5509,32.7353,0.9665,mix,a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,a_turtle_on_the_left_of_a_painting
a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,3.0066,2.5399,32.643,0.9138,mix,a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,a_vase_on_the_bottom_of_a_chicken
a_vase_on_the_left_of_a_pig,a vase on the left of a pig,2.8549,2.6721,35.6902,0.956,mix,a_vase_on_the_left_of_a_pig,a vase on the left of a pig,a_vase_on_the_left_of_a_pig
a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,3.2589,2.748,34.1435,0.9218,mix,a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,a_wallet_on_the_right_of_a_bee
a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,4.0562,2.8374,37.0891,0.9316,mix,a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,a_wallet_on_the_right_of_a_dog
a_wallet_on_the_top_of_a_person,a wallet on the top of a person,4.0889,3.6054,32.8742,0.9153,mix,a_wallet_on_the_top_of_a_person,a wallet on the top of a person,a_wallet_on_the_top_of_a_person
a_woman_on_the_left_of_a_sheep,a woman on the left of a sheep,2.6884,2.5862,34.5957,0.9622,mix,a_woman_on_the_left_of_a_sheep,a woman on the left of a sheep,a_woman_on_the_left_of_a_sheep
a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,2.6065,2.0182,38.5097,0.9198,apg,a_airplane_on_the_left_of_a_turtle,a airplane on the left of a turtle,a_airplane_on_the_left_of_a_turtle
a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,2.9062,2.0845,41.2515,0.9196,apg,a_backpack_on_the_right_of_a_bird,a backpack on the right of a bird,a_backpack_on_the_right_of_a_bird
a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,3.6076,2.2747,32.1871,0.9335,apg,a_bag_on_the_bottom_of_a_chicken,a bag on the bottom of a chicken,a_bag_on_the_bottom_of_a_chicken
a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,3.2935,2.1045,32.8615,0.9007,apg,a_bag_on_the_right_of_a_butterfly,a bag on the right of a butterfly,a_bag_on_the_right_of_a_butterfly
a_balloon_on_the_top_of_a_giraffe,a balloon on the top of a giraffe,2.8086,1.4101,42.0673,0.694,apg,a_balloon_on_the_top_of_a_giraffe,a balloon on the top of a giraffe,a_balloon_on_the_top_of_a_giraffe
a_bee_on_the_left_of_a_girl,a bee on the left of a girl,3.1186,1.8148,34.5676,0.8898,apg,a_bee_on_the_left_of_a_girl,a bee on the left of a girl,a_bee_on_the_left_of_a_girl
a_bee_on_the_left_of_a_phone,a bee on the left of a phone,2.5912,2.4395,38.7548,0.8409,apg,a_bee_on_the_left_of_a_phone,a bee on the left of a phone,a_bee_on_the_left_of_a_phone
a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,2.1573,1.5262,37.1962,0.6725,apg,a_bee_on_the_top_of_a_airplane,a bee on the top of a airplane,a_bee_on_the_top_of_a_airplane
a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,3.1761,1.6915,36.8965,0.7762,apg,a_bicycle_on_the_left_of_a_bird,a bicycle on the left of a bird,a_bicycle_on_the_left_of_a_bird
a_bicycle_on_the_left_of_a_girl,a bicycle on the left of a girl,2.5891,1.9979,30.8732,0.9385,apg,a_bicycle_on_the_left_of_a_girl,a bicycle on the left of a girl,a_bicycle_on_the_left_of_a_girl
a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,2.8823,1.596,42.4648,0.8406,apg,a_bicycle_on_the_top_of_a_chicken,a bicycle on the top of a chicken,a_bicycle_on_the_top_of_a_chicken
a_bird_on_the_bottom_of_a_suitcase,a bird on the bottom of a suitcase,2.8721,3.0548,38.804,0.9397,apg,a_bird_on_the_bottom_of_a_suitcase,a bird on the bottom of a suitcase,a_bird_on_the_bottom_of_a_suitcase
a_bowl_on_the_left_of_a_man,a bowl on the left of a man,3.7345,3.1494,30.8264,0.88,apg,a_bowl_on_the_left_of_a_man,a bowl on the left of a man,a_bowl_on_the_left_of_a_man
a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,2.8538,2.5248,29.1087,0.9564,apg,a_bowl_on_the_right_of_a_chicken,a bowl on the right of a chicken,a_bowl_on_the_right_of_a_chicken
a_boy_on_the_bottom_of_a_lamp,a boy on the bottom of a lamp,3.5768,4.2438,39.7723,0.8329,apg,a_boy_on_the_bottom_of_a_lamp,a boy on the bottom of a lamp,a_boy_on_the_bottom_of_a_lamp
a_boy_on_the_top_of_a_bag,a boy on the top of a bag,3.7772,1.5893,38.9227,0.6868,apg,a_boy_on_the_top_of_a_bag,a boy on the top of a bag,a_boy_on_the_top_of_a_bag
a_car_on_the_top_of_a_turtle,a car on the top of a turtle,2.8195,2.2076,36.7425,0.8332,apg,a_car_on_the_top_of_a_turtle,a car on the top of a turtle,a_car_on_the_top_of_a_turtle
a_cat_near_a_table,a cat near a table,2.4754,2.9397,33.0257,0.9235,apg,a_cat_near_a_table,a cat near a table,a_cat_near_a_table
a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,2.3979,3.8235,36.0461,0.9152,apg,a_cat_on_the_bottom_of_a_car,a cat on the bottom of a car,a_cat_on_the_bottom_of_a_car
a_chicken_near_a_desk,a chicken near a desk,2.0051,3.3873,38.9553,0.9403,apg,a_chicken_near_a_desk,a chicken near a desk,a_chicken_near_a_desk
a_chicken_on_the_bottom_of_a_desk,a chicken on the bottom of a desk,2.355,3.1558,38.5394,0.8657,apg,a_chicken_on_the_bottom_of_a_desk,a chicken on the bottom of a desk,a_chicken_on_the_bottom_of_a_desk
a_chicken_on_the_top_of_a_balloon,a chicken on the top of a balloon,3.0885,1.5105,40.1527,0.67,apg,a_chicken_on_the_top_of_a_balloon,a chicken on the top of a balloon,a_chicken_on_the_top_of_a_balloon
a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,2.1589,1.8905,41.8978,0.934,apg,a_chicken_on_the_top_of_a_bicycle,a chicken on the top of a bicycle,a_chicken_on_the_top_of_a_bicycle
a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,3.919,4.0306,35.6376,0.9402,apg,a_computer_on_the_bottom_of_a_horse,a computer on the bottom of a horse,a_computer_on_the_bottom_of_a_horse
a_computer_on_the_left_of_a_pig,a computer on the left of a pig,2.6169,2.8325,37.9944,0.9425,apg,a_computer_on_the_left_of_a_pig,a computer on the left of a pig,a_computer_on_the_left_of_a_pig
a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,2.8918,2.2573,41.7762,0.8391,apg,a_computer_on_the_top_of_a_sheep,a computer on the top of a sheep,a_computer_on_the_top_of_a_sheep
a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,2.041,3.4967,36.1994,0.9119,apg,a_couch_on_the_right_of_a_turtle,a couch on the right of a turtle,a_couch_on_the_right_of_a_turtle
a_cow_near_a_balloon,a cow near a balloon,2.5233,1.6304,39.9932,0.8035,apg,a_cow_near_a_balloon,a cow near a balloon,a_cow_near_a_balloon
a_cow_next_to_a_train,a cow next to a train,2.568,2.3425,41.8704,0.9066,apg,a_cow_next_to_a_train,a cow next to a train,a_cow_next_to_a_train
a_cow_on_the_bottom_of_a_man,a cow on the bottom of a man,2.9227,2.5686,33.4669,0.9513,apg,a_cow_on_the_bottom_of_a_man,a cow on the bottom of a man,a_cow_on_the_bottom_of_a_man
a_cup_on_the_left_of_a_fish,a cup on the left of a fish,3.2371,2.5279,35.5905,0.8741,apg,a_cup_on_the_left_of_a_fish,a cup on the left of a fish,a_cup_on_the_left_of_a_fish
a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,3.6625,2.2241,35.5021,0.9244,apg,a_dog_on_the_top_of_a_suitcase,a dog on the top of a suitcase,a_dog_on_the_top_of_a_suitcase
a_fish_on_side_of_a_painting,a fish on side of a painting,2.5142,1.946,32.5456,0.9346,apg,a_fish_on_side_of_a_painting,a fish on side of a painting,a_fish_on_side_of_a_painting
a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,2.6816,3.1987,38.1467,0.9132,apg,a_fish_on_the_left_of_a_microwave,a fish on the left of a microwave,a_fish_on_the_left_of_a_microwave
a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,2.8813,3.4407,34.5102,0.9266,apg,a_fish_on_the_top_of_a_bowl,a fish on the top of a bowl,a_fish_on_the_top_of_a_bowl
a_giraffe_near_a_key,a giraffe near a key,3.2589,1.6878,39.8091,0.8796,apg,a_giraffe_near_a_key,a giraffe near a key,a_giraffe_near_a_key
a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,3.1607,2.5081,37.8878,0.8077,apg,a_giraffe_on_the_left_of_a_lamp,a giraffe on the left of a lamp,a_giraffe_on_the_left_of_a_lamp
a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,2.258,2.1213,38.9829,0.96,apg,a_giraffe_on_the_right_of_a_girl,a giraffe on the right of a girl,a_giraffe_on_the_right_of_a_girl
a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,2.8917,2.4812,35.3591,0.9682,apg,a_giraffe_on_the_right_of_a_phone,a giraffe on the right of a phone,a_giraffe_on_the_right_of_a_phone
a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,2.7579,1.3969,34.224,0.6637,apg,a_giraffe_on_the_top_of_a_man,a giraffe on the top of a man,a_giraffe_on_the_top_of_a_man
a_girl_on_the_left_of_a_bee,a girl on the left of a bee,3.2328,1.9215,31.7855,0.9058,apg,a_girl_on_the_left_of_a_bee,a girl on the left of a bee,a_girl_on_the_left_of_a_bee
a_girl_on_the_left_of_a_frog,a girl on the left of a frog,2.321,2.8157,36.0779,0.9278,apg,a_girl_on_the_left_of_a_frog,a girl on the left of a frog,a_girl_on_the_left_of_a_frog
a_horse_near_a_lamp,a horse near a lamp,3.2561,5.5074,40.2593,0.8365,apg,a_horse_near_a_lamp,a horse near a lamp,a_horse_near_a_lamp
a_horse_on_the_right_of_a_man,a horse on the right of a man,2.4498,2.8606,33.7106,0.8818,apg,a_horse_on_the_right_of_a_man,a horse on the right of a man,a_horse_on_the_right_of_a_man
a_key_on_the_top_of_a_frog,a key on the top of a frog,3.0005,2.1263,38.7392,0.7671,apg,a_key_on_the_top_of_a_frog,a key on the top of a frog,a_key_on_the_top_of_a_frog
a_man_on_side_of_a_clock,a man on side of a clock,2.8852,2.5893,32.716,0.9365,apg,a_man_on_side_of_a_clock,a man on side of a clock,a_man_on_side_of_a_clock
a_man_on_the_right_of_a_plate,a man on the right of a plate,4.3268,3.147,27.7438,0.8804,apg,a_man_on_the_right_of_a_plate,a man on the right of a plate,a_man_on_the_right_of_a_plate
a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,2.3346,2.4411,40.9701,0.8935,apg,a_microwave_on_the_bottom_of_a_rabbit,a microwave on the bottom of a rabbit,a_microwave_on_the_bottom_of_a_rabbit
a_mouse_on_the_bottom_of_a_painting,a mouse on the bottom of a painting,2.803,2.1494,40.5057,0.8823,apg,a_mouse_on_the_bottom_of_a_painting,a mouse on the bottom of a painting,a_mouse_on_the_bottom_of_a_painting
a_painting_on_the_left_of_a_horse,a painting on the left of a horse,3.0833,2.1074,29.439,0.9449,apg,a_painting_on_the_left_of_a_horse,a painting on the left of a horse,a_painting_on_the_left_of_a_horse
a_painting_on_the_right_of_a_bee,a painting on the right of a bee,2.8194,2.0189,33.7122,0.8816,apg,a_painting_on_the_right_of_a_bee,a painting on the right of a bee,a_painting_on_the_right_of_a_bee
a_painting_on_the_right_of_a_woman,a painting on the right of a woman,3.9961,2.3998,31.7887,0.9302,apg,a_painting_on_the_right_of_a_woman,a painting on the right of a woman,a_painting_on_the_right_of_a_woman
a_person_next_to_a_airplane,a person next to a airplane,3.4579,2.2287,31.5538,0.8937,apg,a_person_next_to_a_airplane,a person next to a airplane,a_person_next_to_a_airplane
a_person_on_the_left_of_a_microwave,a person on the left of a microwave,2.2606,2.8892,33.8399,0.8601,apg,a_person_on_the_left_of_a_microwave,a person on the left of a microwave,a_person_on_the_left_of_a_microwave
a_phone_on_the_left_of_a_boy,a phone on the left of a boy,3.6142,2.7271,33.8352,0.8389,apg,a_phone_on_the_left_of_a_boy,a phone on the left of a boy,a_phone_on_the_left_of_a_boy
a_pig_on_side_of_a_wallet,a pig on side of a wallet,2.3336,2.2806,37.9327,0.8638,apg,a_pig_on_side_of_a_wallet,a pig on side of a wallet,a_pig_on_side_of_a_wallet
a_pig_on_the_right_of_a_computer,a pig on the right of a computer,2.336,2.6527,39.1096,0.9279,apg,a_pig_on_the_right_of_a_computer,a pig on the right of a computer,a_pig_on_the_right_of_a_computer
a_plate_on_the_right_of_a_bee,a plate on the right of a bee,2.392,1.741,34.5023,0.7597,apg,a_plate_on_the_right_of_a_bee,a plate on the right of a bee,a_plate_on_the_right_of_a_bee
a_rabbit_next_to_a_balloon,a rabbit next to a balloon,2.0008,1.5248,36.3132,0.794,apg,a_rabbit_next_to_a_balloon,a rabbit next to a balloon,a_rabbit_next_to_a_balloon
a_rabbit_next_to_a_microwave,a rabbit next to a microwave,2.3071,2.8328,42.8328,0.8839,apg,a_rabbit_next_to_a_microwave,a rabbit next to a microwave,a_rabbit_next_to_a_microwave
a_rabbit_on_the_top_of_a_bicycle,a rabbit on the top of a bicycle,2.2176,1.5532,42.9389,0.8196,apg,a_rabbit_on_the_top_of_a_bicycle,a rabbit on the top of a bicycle,a_rabbit_on_the_top_of_a_bicycle
a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,2.1007,2.5388,39.3545,0.9068,apg,a_rabbit_on_the_top_of_a_book,a rabbit on the top of a book,a_rabbit_on_the_top_of_a_book
a_refrigerator_on_the_bottom_of_a_dog,a refrigerator on the bottom of a dog,3.9111,1.9247,36.4085,0.9208,apg,a_refrigerator_on_the_bottom_of_a_dog,a refrigerator on the bottom of a dog,a_refrigerator_on_the_bottom_of_a_dog
a_sheep_near_a_car,a sheep near a car,2.0961,2.4683,40.1923,0.9092,apg,a_sheep_near_a_car,a sheep near a car,a_sheep_near_a_car
a_sheep_on_the_top_of_a_airplane,a sheep on the top of a airplane,2.6494,1.5804,41.4854,0.8399,apg,a_sheep_on_the_top_of_a_airplane,a sheep on the top of a airplane,a_sheep_on_the_top_of_a_airplane
a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,2.8178,1.6382,40.3882,0.8245,apg,a_sheep_on_the_top_of_a_backpack,a sheep on the top of a backpack,a_sheep_on_the_top_of_a_backpack
a_sofa_on_the_top_of_a_boy,a sofa on the top of a boy,3.5424,2.9643,35.2734,0.9147,apg,a_sofa_on_the_top_of_a_boy,a sofa on the top of a boy,a_sofa_on_the_top_of_a_boy
a_suitcase_on_the_top_of_a_frog,a suitcase on the top of a frog,2.5472,2.8267,41.7845,0.9417,apg,a_suitcase_on_the_top_of_a_frog,a suitcase on the top of a frog,a_suitcase_on_the_top_of_a_frog
a_television_on_the_left_of_a_cow,a television on the left of a cow,2.5047,3.3202,42.9035,0.9433,apg,a_television_on_the_left_of_a_cow,a television on the left of a cow,a_television_on_the_left_of_a_cow
a_television_on_the_left_of_a_fish,a television on the left of a fish,3.1856,3.8619,38.8102,0.7753,apg,a_television_on_the_left_of_a_fish,a television on the left of a fish,a_television_on_the_left_of_a_fish
a_television_on_the_right_of_a_cow,a television on the right of a cow,2.7216,4.0753,42.832,0.9254,apg,a_television_on_the_right_of_a_cow,a television on the right of a cow,a_television_on_the_right_of_a_cow
a_train_on_the_left_of_a_boy,a train on the left of a boy,2.3266,2.3415,35.8246,0.8518,apg,a_train_on_the_left_of_a_boy,a train on the left of a boy,a_train_on_the_left_of_a_boy
a_train_on_the_top_of_a_woman,a train on the top of a woman,3.7248,2.2123,36.3402,0.8819,apg,a_train_on_the_top_of_a_woman,a train on the top of a woman,a_train_on_the_top_of_a_woman
a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,2.0007,2.2608,33.5925,0.9334,apg,a_turtle_on_the_left_of_a_painting,a turtle on the left of a painting,a_turtle_on_the_left_of_a_painting
a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,2.8454,2.2081,34.2105,0.8525,apg,a_vase_on_the_bottom_of_a_chicken,a vase on the bottom of a chicken,a_vase_on_the_bottom_of_a_chicken
a_vase_on_the_left_of_a_pig,a vase on the left of a pig,2.5281,2.3048,35.213,0.8887,apg,a_vase_on_the_left_of_a_pig,a vase on the left of a pig,a_vase_on_the_left_of_a_pig
a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,2.9286,2.3537,34.5224,0.8324,apg,a_wallet_on_the_right_of_a_bee,a wallet on the right of a bee,a_wallet_on_the_right_of_a_bee
a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,4.2853,2.4096,37.3532,0.8507,apg,a_wallet_on_the_right_of_a_dog,a wallet on the right of a dog,a_wallet_on_the_right_of_a_dog
a_wallet_on_the_top_of_a_person,a wallet on the top of a person,3.8724,2.9114,33.8242,0.8031,apg,a_wallet_on_the_top_of_a_person,a wallet on the top of a person,a_wallet_on_the_top_of_a_person
a_woman_on_the_left_of_a_sheep,a woman on the left of a sheep,2.4165,2.2634,34.9728,0.8843,apg,a_woman_on_the_left_of_a_sheep,a woman on the left of a sheep,a_woman_on_the_left_of_a_sheep
